Concurso;Data Sorteio;1 Dezena;2 Dezena;3 Dezena;4 Dezena;5 Dezena;Arrecadacao Total;Ganhadores Quina;Cidade;Rateio Quina;Ganhadores Quadra;Rateio Quadra;Ganhadores Terno;Rateio Terno;Ganhadores Duque;Rateio Duque;Acumulado;Valor Acumulado;Estimativa Premio;Valor Acumulado Sorteio Especial São João
702;25/05/2000;009;019;040;054;073;0,00;3; - BA;187.296,32;309;1.041,60;14444;29,60;0;0,00;NAO;0,00;0,00;0,00
703;27/05/2000;003;023;055;057;078;0,00;5; - DF;65.279,11;372;877,41;14399;30,11;0;0,00;NAO;0,00;0,00;0,00
704;30/05/2000;015;027;042;060;063;0,00;4; - AC;60.454,70;249;971,16;9869;32,55;0;0,00;NAO;0,00;0,00;0,00
705;01/06/2000;036;037;051;054;067;0,00;1; - SP;249.651,30;233;1.071,47;9854;33,66;0;0,00;NAO;0,00;0,00;0,00
706;03/06/2000;027;033;056;057;073;0,00;3; - PR;111.917,82;432;777,21;16633;26,81;0;0,00;NAO;0,00;0,00;0,00
707;06/06/2000;001;052;053;057;080;0,00;2; - DF;129.278,22;211;1.225,39;9303;36,92;0;0,00;NAO;0,00;0,00;0,00
708;08/06/2000;005;008;011;012;062;0,00;3; - MG;89.028,06;720;369,55;19572;18,14;0;0,00;NAO;0,00;0,00;0,00
709;10/06/2000;005;026;039;051;053;0,00;5; - RJ;68.511,33;321;1.067,15;14032;32,43;0;0,00;NAO;0,00;0,00;0,00
710;13/06/2000;028;031;034;039;070;0,00;0;;0,00;150;1.669,15;7405;44,91;0;0,00;SIM;250.371,87;250.371,87;0,00
711;15/06/2000;013;014;032;054;060;0,00;3; - MG;194.177,80;373;890,52;16582;26,61;0;0,00;NAO;0,00;0,00;0,00
712;17/06/2000;012;018;041;062;067;0,00;2; - RJ;169.912,71;275;1.235,73;12071;37,43;0;0,00;NAO;0,00;0,00;0,00
713;20/06/2000;007;012;023;038;039;0,00;1; - SP;255.406,20;353;721,36;14948;22,72;0;0,00;NAO;0,00;0,00;0,00
714;24/06/2000;013;048;071;073;075;0,00;2; - SP;180.295,81;330;1.092,70;14459;33,16;0;0,00;NAO;0,00;0,00;0,00
715;27/06/2000;023;032;038;049;074;0,00;1; - SP;246.778,63;216;1.142,50;10239;32,04;0;0,00;NAO;0,00;0,00;0,00
716;29/06/2000;008;043;049;054;071;0,00;0;;0,00;176;1.375,69;7844;41,04;0;0,00;SIM;242.121,67;242.121,67;0,00
717;01/07/2000;013;016;023;040;049;0,00;0;;0,00;343;1.104,45;16934;29,75;0;0,00;SIM;620.948,44;620.948,44;0,00
718;04/07/2000;022;032;037;046;070;0,00;2; - PB;527.156,44;225;1.926,07;13369;43,10;0;0,00;NAO;0,00;0,00;0,00
719;06/07/2000;001;007;014;043;068;0,00;3; - BA;96.068,34;358;805,04;15360;24,95;0;0,00;NAO;0,00;0,00;0,00
720;08/07/2000;005;032;034;047;078;0,00;2; - BA;184.338,48;435;847,54;17110;28,65;0;0,00;NAO;0,00;0,00;0,00
721;11/07/2000;009;024;049;070;072;0,00;2; - RJ;138.474,10;251;1.103,38;10332;35,64;0;0,00;NAO;0,00;0,00;0,00
722;13/07/2000;005;014;065;071;073;0,00;0;;0,00;200;1.390,39;9563;38,66;0;0,00;SIM;278.077,03;278.077,03;0,00
723;15/07/2000;012;020;064;069;077;0,00;3; - PR;234.179,11;390;1.088,36;15614;36,15;0;0,00;NAO;0,00;0,00;0,00
724;18/07/2000;008;042;045;047;063;0,00;2; - GO;132.943,94;298;892,25;12373;28,58;0;0,00;NAO;0,00;0,00;0,00
725;20/07/2000;002;043;056;059;060;0,00;1; - SP;267.279,79;242;1.104,46;9890;35,93;0;0,00;NAO;0,00;0,00;0,00
726;22/07/2000;014;018;031;078;079;0,00;1; - RS;348.062,05;246;1.414,89;11364;40,72;0;0,00;NAO;0,00;0,00;0,00
727;25/07/2000;002;004;045;046;051;0,00;0;;0,00;235;1.082,21;10137;33,35;0;0,00;SIM;254.319,58;254.319,58;0,00
728;27/07/2000;003;019;034;043;061;0,00;5; - DF;116.003,84;498;652,05;17897;24,20;0;0,00;NAO;0,00;0,00;0,00
729;29/07/2000;025;038;054;061;071;0,00;1; - RS;342.166,05;270;1.267,28;11291;40,29;0;0,00;NAO;0,00;0,00;0,00
730;01/08/2000;008;011;025;048;061;0,00;1; - MS;255.596,70;321;796,25;12526;27,13;0;0,00;NAO;0,00;0,00;0,00
731;03/08/2000;003;009;042;053;069;0,00;2; - BA;134.806,00;382;703,68;14120;25,39;0;0,00;NAO;0,00;0,00;0,00
732;05/08/2000;007;010;028;062;078;0,00;2; - MG;178.693,18;357;1.001,08;15857;29,96;0;0,00;NAO;0,00;0,00;0,00
733;08/08/2000;016;032;059;073;076;0,00;4; - ES;66.494,24;272;977,86;10197;34,68;0;0,00;NAO;0,00;0,00;0,00
734;10/08/2000;007;008;013;049;065;0,00;1; - BA;271.092,17;438;617,08;17180;20,98;0;0,00;NAO;0,00;0,00;0,00
735;12/08/2000;029;057;059;077;079;0,00;7; - BA;50.211,11;372;944,84;12149;38,46;0;0,00;NAO;0,00;0,00;0,00
736;15/08/2000;014;017;043;044;057;0,00;1; - DF;250.460,28;471;530,18;15387;21,64;0;0,00;NAO;0,00;0,00;0,00
737;17/08/2000;022;043;044;064;068;0,00;1; - SP;265.264,19;261;1.016,34;10708;32,94;0;0,00;NAO;0,00;0,00;0,00
738;19/08/2000;002;018;033;056;079;0,00;4; - PR;86.914,96;494;701,65;16486;28,04;0;0,00;NAO;0,00;0,00;0,00
739;22/08/2000;001;004;059;074;080;0,00;0;;0,00;281;884,85;10097;32,74;0;0,00;SIM;248.642,04;248.642,04;0,00
740;24/08/2000;004;011;036;058;075;0,00;2; - AL;291.493,79;336;995,08;14259;31,18;0;0,00;NAO;0,00;0,00;0,00
741;26/08/2000;010;022;040;055;079;0,00;0;;0,00;330;1.019,84;12490;35,83;0;0,00;SIM;336.546,89;336.546,89;0,00
742;29/08/2000;015;052;062;065;072;0,00;1; - SC;677.070,94;246;1.384,25;11239;40,28;0;0,00;NAO;0,00;0,00;0,00
743;31/08/2000;011;043;070;077;080;0,00;1; - PE;268.781,78;208;1.292,22;9303;38,42;0;0,00;NAO;0,00;0,00;0,00
744;02/09/2000;004;019;058;067;079;0,00;1; - SP;346.354,20;313;1.106,56;14512;31,74;0;0,00;NAO;0,00;0,00;0,00
745;05/09/2000;024;037;049;054;057;0,00;3; - RJ;90.955,44;477;570,33;13978;25,96;0;0,00;NAO;0,00;0,00;0,00
746;09/09/2000;035;039;040;042;071;0,00;1; - RN;398.095,35;282;1.411,69;13553;39,05;0;0,00;NAO;0,00;0,00;0,00
747;12/09/2000;016;032;038;045;071;0,00;6; - BA;44.238,24;364;727,02;12270;28,76;0;0,00;NAO;0,00;0,00;0,00
748;14/09/2000;027;043;045;064;067;0,00;8; - DF;33.993,57;448;605,21;14295;25,30;0;0,00;NAO;0,00;0,00;0,00
749;16/09/2000;018;034;037;040;055;0,00;1; - SP;349.790,33;450;774,98;15859;29,33;0;0,00;NAO;0,00;0,00;0,00
750;19/09/2000;008;037;056;058;063;0,00;1; - MG;262.577,96;323;812,94;12284;28,42;0;0,00;NAO;0,00;0,00;0,00
751;21/09/2000;019;038;041;053;078;0,00;1; - SP;259.746,80;234;1.110,03;10801;31,97;0;0,00;NAO;0,00;0,00;0,00
752;23/09/2000;006;018;034;037;057;0,00;10; - BA;33.706,71;765;439,29;22005;20,36;0;0,00;NAO;0,00;0,00;0,00
753;26/09/2000;019;034;054;061;063;0,00;0;;0,00;223;1.124,48;10086;33,06;0;0,00;SIM;250.760,35;250.760,35;0,00
754;28/09/2000;022;026;029;047;060;0,00;1; - MG;584.333,64;290;1.150,25;13008;34,09;0;0,00;NAO;0,00;0,00;0,00
755;30/09/2000;011;038;050;061;080;0,00;3; - GO;115.009,76;241;1.431,66;10098;45,43;0;0,00;NAO;0,00;0,00;0,00
756;03/10/2000;015;030;039;067;073;0,00;0;;0,00;203;1.281,61;8565;40,38;0;0,00;SIM;260.167,13;260.167,13;0,00
757;05/10/2000;005;029;044;066;072;0,00;7; - BA;87.259,54;488;716,40;16547;28,18;0;0,00;NAO;0,00;0,00;0,00
758;07/10/2000;014;017;060;064;069;0,00;1; - SP;367.567,74;278;1.322,19;12572;38,87;0;0,00;NAO;0,00;0,00;0,00
759;10/10/2000;004;021;056;063;067;0,00;1; - RN;275.838,53;206;1.339,02;10421;35,19;0;0,00;NAO;0,00;0,00;0,00
760;14/10/2000;009;032;061;064;075;0,00;3; - RS;133.178,74;294;1.358,97;12787;41,54;0;0,00;NAO;0,00;0,00;0,00
761;17/10/2000;008;022;025;043;046;0,00;1; - SP;258.086,96;535;480,97;15253;22,50;0;0,00;NAO;0,00;0,00;0,00
762;19/10/2000;012;018;052;063;075;0,00;0;;0,00;258;982,74;10467;32,21;0;0,00;SIM;253.546,76;253.546,76;0,00
763;21/10/2000;018;025;026;047;070;0,00;1; - GO;649.075,05;328;1.205,88;15669;33,56;0;0,00;NAO;0,00;0,00;0,00
764;24/10/2000;004;009;028;033;038;0,00;8; - CE;29.163,78;379;613,76;14533;21,34;0;0,00;NAO;0,00;0,00;0,00
765;26/10/2000;017;028;030;031;069;0,00;1; - SP;233.882,63;203;1.152,13;9061;34,82;0;0,00;NAO;0,00;0,00;0,00
766;28/10/2000;015;019;055;059;074;0,00;7; - DF;45.431,23;453;699,93;15547;27,20;0;0,00;NAO;0,00;0,00;0,00
767;31/10/2000;015;046;049;061;064;0,00;5; - RN;46.594,02;238;978,87;9157;33,83;0;0,00;NAO;0,00;0,00;0,00
768;04/11/2000;001;023;031;041;060;0,00;2; - CE;183.262,23;267;1.372,75;13426;36,30;0;0,00;NAO;0,00;0,00;0,00
769;07/11/2000;008;028;034;060;065;0,00;0;;0,00;235;1.045,48;9891;33,03;0;0,00;SIM;245.686,17;245.686,17;0,00
770;09/11/2000;026;064;069;071;076;0,00;1; - PE;559.319,60;281;1.116,13;10467;39,84;0;0,00;NAO;0,00;0,00;0,00
771;11/11/2000;013;031;052;063;076;0,00;1; - RJ;345.748,34;427;809,72;14993;30,66;0;0,00;NAO;0,00;0,00;0,00
772;14/11/2000;007;008;013;018;024;0,00;16; - DF;16.065,11;855;299,73;23966;14,26;0;0,00;NAO;0,00;0,00;0,00
773;18/11/2000;021;024;038;073;079;0,00;4; - BA;104.850,03;350;1.198,29;14706;37,92;0;0,00;NAO;0,00;0,00;0,00
774;21/11/2000;018;022;061;068;072;0,00;3; - MG;81.725,28;185;1.325,27;8227;39,63;0;0,00;NAO;0,00;0,00;0,00
775;23/11/2000;002;011;042;054;061;0,00;0;;0,00;224;1.084,65;9688;33,34;0;0,00;SIM;242.962,12;242.962,12;0,00
776;25/11/2000;014;029;060;061;062;0,00;3; - MG;206.815,50;240;1.572,86;11715;42,84;0;0,00;NAO;0,00;0,00;0,00
777;28/11/2000;018;035;048;063;065;0,00;8; - MG;29.851,04;400;595,23;12633;25,13;0;0,00;NAO;0,00;0,00;0,00
778;30/11/2000;033;039;065;066;071;0,00;0;;0,00;152;1.237,45;6605;37,86;0;0,00;SIM;188.092,82;188.092,82;0,00
779;02/12/2000;011;014;020;024;070;0,00;3; - MG;193.261,50;397;986,63;17076;30,50;0;0,00;NAO;0,00;0,00;0,00
780;05/12/2000;024;030;031;041;058;0,00;0;;0,00;180;1.417,07;8624;39,33;0;0,00;SIM;255.072,40;255.072,40;0,00
781;07/12/2000;002;017;050;061;070;0,00;1; - PR;580.016,25;182;1.785,40;9981;43,28;0;0,00;NAO;0,00;0,00;0,00
782;09/12/2000;007;040;053;054;077;0,00;1; - RJ;329.536,58;290;1.136,34;12572;34,85;0;0,00;NAO;0,00;0,00;0,00
783;12/12/2000;010;014;048;049;073;0,00;3; - AM;85.622,09;239;1.074,76;10633;32,12;0;0,00;NAO;0,00;0,00;0,00
784;14/12/2000;007;030;060;066;077;0,00;3; - RS;84.743,44;206;1.234,13;8640;39,12;0;0,00;NAO;0,00;0,00;0,00
785;16/12/2000;028;041;055;056;075;0,00;0;;0,00;239;1.431,29;11442;39,75;0;0,00;SIM;342.079,23;342.079,23;0,00
786;19/12/2000;016;026;056;072;080;0,00;0;;0,00;235;1.507,39;11980;39,32;0;0,00;SIM;696.315,97;696.315,97;0,00
787;21/12/2000;013;015;025;042;077;0,00;6; - PR;186.097,50;565;741,61;24621;22,70;0;0,00;NAO;0,00;0,00;0,00
788;23/12/2000;003;025;031;044;064;0,00;5; - AL;69.357,52;498;694,28;18523;24,90;0;0,00;NAO;0,00;0,00;0,00
789;28/12/2000;025;031;053;066;080;0,00;1; - PA;333.302,41;339;983,20;12789;34,65;0;0,00;NAO;0,00;0,00;0,00
790;30/12/2000;006;007;031;052;078;0,00;1; - SP;335.000,85;258;1.298,46;11797;37,75;0;0,00;NAO;0,00;0,00;0,00
791;04/01/2001;006;038;050;066;069;0,00;2; - GO;154.647,64;218;1.418,79;10174;40,41;0;0,00;NAO;0,00;0,00;0,00
792;06/01/2001;004;007;014;034;073;0,00;5; - PR;68.655,91;470;728,19;20130;22,68;0;0,00;NAO;0,00;0,00;0,00
793;09/01/2001;001;009;014;031;070;0,00;2; - RJ;129.350,21;378;682,34;13883;24,78;0;0,00;NAO;0,00;0,00;0,00
794;11/01/2001;014;019;037;046;061;0,00;2; - GO;132.610,70;327;811,07;13233;26,64;0;0,00;NAO;0,00;0,00;0,00
795;13/01/2001;002;054;058;076;079;0,00;1; - MA;336.482,91;344;978,15;12811;34,92;0;0,00;NAO;0,00;0,00;0,00
796;16/01/2001;015;038;039;048;079;0,00;3; - RJ;83.643,11;163;1.539,44;9065;36,80;0;0,00;NAO;0,00;0,00;0,00
797;18/01/2001;011;018;034;039;055;0,00;2; - RJ;121.327,04;317;763,18;12501;25,81;0;0,00;NAO;0,00;0,00;0,00
798;20/01/2001;012;027;052;057;069;0,00;6; - DF;53.589,77;536;598,09;17071;25,04;0;0,00;NAO;0,00;0,00;0,00
799;23/01/2001;012;029;044;067;080;0,00;3; - DF;80.881,68;336;720,00;10747;30,01;0;0,00;NAO;0,00;0,00;0,00
800;25/01/2001;013;028;044;045;066;0,00;4; - BA;56.337,84;529;424,73;15331;19,55;0;0,00;NAO;0,00;0,00;0,00
801;27/01/2001;025;033;045;066;079;0,00;2; - RS;156.996,46;391;803,05;15815;26,40;0;0,00;NAO;0,00;0,00;0,00
802;30/01/2001;003;025;028;051;070;0,00;3; - RN;78.315,90;225;1.044,22;10049;31,09;0;0,00;NAO;0,00;0,00;0,00
803;01/02/2001;029;032;042;052;059;0,00;2; - PR;121.062,24;211;1.147,51;9296;34,63;0;0,00;NAO;0,00;0,00;0,00
804;03/02/2001;008;026;038;046;074;0,00;2; - DF;161.348,09;395;816,95;14965;28,67;0;0,00;NAO;0,00;0,00;0,00
805;06/02/2001;013;022;041;042;071;0,00;1; - MS;247.979,27;231;1.073,50;9953;33,13;0;0,00;NAO;0,00;0,00;0,00
806;08/02/2001;036;039;042;061;068;0,00;0;;0,00;229;1.113,56;9307;36,43;0;0,00;SIM;255.003,91;255.003,91;0,00
807;10/02/2001;005;016;024;061;065;0,00;4; - BA;163.955,51;493;813,02;18036;29,55;0;0,00;NAO;0,00;0,00;0,00
808;13/02/2001;031;037;038;049;067;0,00;0;;0,00;181;1.405,92;8870;38,14;0;0,00;SIM;254.471,66;254.471,66;0,00
809;15/02/2001;031;061;065;077;080;0,00;3; - RJ;192.724,78;239;1.354,41;10104;42,60;0;0,00;NAO;0,00;0,00;0,00
810;17/02/2001;012;013;021;053;077;0,00;0;;0,00;385;872,18;17151;26,04;0;0,00;SIM;335.788,28;335.788,28;0,00
811;20/02/2001;002;042;051;053;059;0,00;2; - SP;336.229,50;253;1.330,72;12350;36,25;0;0,00;NAO;0,00;0,00;0,00
812;22/02/2001;011;018;043;072;073;0,00;1; - SP;256.925,13;250;1.027,70;11067;30,86;0;0,00;NAO;0,00;0,00;0,00
813;24/02/2001;007;023;065;071;074;0,00;2; - SP;156.304,17;289;1.081,69;12310;33,76;0;0,00;NAO;0,00;0,00;0,00
814;01/03/2001;009;019;028;046;076;0,00;5; - BA;48.039,88;318;753,09;14465;22,08;0;0,00;NAO;0,00;0,00;0,00
815;03/03/2001;018;032;034;048;065;0,00;4; - PR;81.961,51;560;583,69;18417;23,66;0;0,00;NAO;0,00;0,00;0,00
816;06/03/2001;002;011;042;060;062;0,00;0;;0,00;251;992,61;9928;33,36;0;0,00;SIM;249.144,84;249.144,84;0,00
817;08/03/2001;019;035;042;054;065;0,00;6; - BA;94.369,02;484;653,14;17239;24,46;0;0,00;NAO;0,00;0,00;0,00
818;10/03/2001;011;032;043;058;061;0,00;0;;0,00;292;1.162,48;13030;34,64;0;0,00;SIM;339.443,64;339.443,64;0,00
819;13/03/2001;007;011;031;076;078;0,00;4; - CE;168.976,60;267;1.260,16;13082;34,19;0;0,00;NAO;0,00;0,00;0,00
820;15/03/2001;007;048;053;062;074;0,00;0;;0,00;250;1.054,15;10764;32,56;0;0,00;SIM;263.536,65;263.536,65;0,00
821;17/03/2001;009;018;030;054;075;0,00;1; - RS;661.267,34;385;1.033,06;17009;31,09;0;0,00;NAO;0,00;0,00;0,00
822;20/03/2001;025;030;034;049;066;0,00;0;;0,00;212;1.169,70;9454;34,85;0;0,00;SIM;247.976,03;247.976,03;0,00
823;22/03/2001;011;032;038;043;080;0,00;1; - PR;561.284,83;442;706,16;16291;25,56;0;0,00;NAO;0,00;0,00;0,00
824;24/03/2001;025;026;053;055;073;0,00;3; - BA;114.699,40;291;1.182,47;14220;32,15;0;0,00;NAO;0,00;0,00;0,00
825;27/03/2001;009;010;067;074;076;0,00;3; - PE;80.616,70;181;1.336,19;8836;36,37;0;0,00;NAO;0,00;0,00;0,00
826;29/03/2001;034;039;041;046;068;0,00;4; - RJ;61.185,86;227;1.078,17;9650;33,69;0;0,00;NAO;0,00;0,00;0,00
827;31/03/2001;001;025;035;043;048;0,00;3; - GO;112.663,84;414;816,41;18098;24,81;0;0,00;NAO;0,00;0,00;0,00
828;03/04/2001;007;068;072;075;077;0,00;0;;0,00;183;1.381,87;9582;35,06;0;0,00;SIM;252.882,13;252.882,13;0,00
829;05/04/2001;027;035;041;058;059;0,00;0;;0,00;342;964,09;13795;31,75;0;0,00;SIM;582.601,65;582.601,65;0,00
830;07/04/2001;010;027;045;069;071;0,00;9; - ES;117.997,11;766;623,44;24611;25,88;0;0,00;NAO;0,00;0,00;0,00
831;10/04/2001;001;016;025;027;037;0,00;2; - RN;134.984,74;278;971,11;13359;26,85;0;0,00;NAO;0,00;0,00;0,00
832;14/04/2001;006;028;029;039;050;0,00;1; - ES;379.774,42;332;1.143,90;13261;38,04;0;0,00;NAO;0,00;0,00;0,00
833;17/04/2001;005;013;046;047;070;0,00;2; - RJ;131.384,01;296;887,73;12937;26,98;0;0,00;NAO;0,00;0,00;0,00
834;19/04/2001;043;059;069;075;077;0,00;1; - SP;253.503,52;194;1.306,72;8947;37,64;0;0,00;NAO;0,00;0,00;0,00
835;21/04/2001;011;016;041;067;077;0,00;2; - MG;141.835,34;185;1.533,35;8986;41,94;0;0,00;NAO;0,00;0,00;0,00
836;24/04/2001;007;018;030;041;069;0,00;2; - RJ;124.110,27;223;1.113,10;9767;33,76;0;0,00;NAO;0,00;0,00;0,00
837;26/04/2001;006;023;043;065;070;0,00;1; - RJ;240.031,63;218;1.101,06;9277;34,37;0;0,00;NAO;0,00;0,00;0,00
838;28/04/2001;021;039;076;077;080;0,00;1; - PR;322.323,47;186;1.732,92;9920;43,17;0;0,00;NAO;0,00;0,00;0,00
839;03/05/2001;046;050;062;069;070;0,00;0;;0,00;172;1.660,39;7777;48,78;0;0,00;SIM;285.586,90;285.586,90;0,00
840;05/05/2001;002;012;035;055;056;0,00;2; - RO;342.479,95;475;840,79;19282;27,52;0;0,00;NAO;0,00;0,00;0,00
841;08/05/2001;012;023;032;043;059;0,00;3; - RJ;83.921,17;424;591,53;13639;24,53;0;0,00;NAO;0,00;0,00;0,00
842;10/05/2001;008;050;059;072;075;0,00;0;;0,00;146;1.761,18;7413;46,08;0;0,00;SIM;257.131,98;257.131,98;0,00
843;12/05/2001;015;020;040;071;072;0,00;3; - GO;218.540,10;241;1.653,48;12117;43,69;0;0,00;NAO;0,00;0,00;0,00
844;15/05/2001;023;047;056;077;078;0,00;0;;0,00;236;1.074,90;10681;31,55;0;0,00;SIM;253.675,76;253.675,76;0,00
845;17/05/2001;008;016;028;063;070;0,00;1; - BA;573.598,14;262;1.221,08;12843;33,09;0;0,00;NAO;0,00;0,00;0,00
846;19/05/2001;034;038;041;056;062;0,00;2; - DF;170.841,21;378;903,92;14866;30,53;0;0,00;NAO;0,00;0,00;0,00
847;22/05/2001;030;041;047;071;078;0,00;1; - SP;251.253,62;143;1.757,02;7088;47,09;0;0,00;NAO;0,00;0,00;0,00
848;24/05/2001;015;033;040;057;060;0,00;1; - SP;246.053,88;269;914,70;10300;31,73;0;0,00;NAO;0,00;0,00;0,00
849;26/05/2001;007;026;044;071;080;0,00;3; - RJ;109.328,03;437;747,69;15572;27,98;0;0,00;NAO;0,00;0,00;0,00
850;29/05/2001;026;029;034;043;079;0,00;3; - MT;79.233,33;237;1.002,96;10577;29,85;0;0,00;NAO;0,00;0,00;0,00
851;31/05/2001;001;015;039;041;055;0,00;5; - ES;48.056,05;235;1.022,47;9753;32,73;0;0,00;NAO;0,00;0,00;0,00
852;02/06/2001;005;054;057;067;075;0,00;0;;0,00;401;827,36;15242;28,92;0;0,00;SIM;331.771,14;331.771,14;0,00
853;05/06/2001;014;036;042;067;080;0,00;6; - BA;112.266,18;362;944,27;15065;30,14;0;0,00;NAO;0,00;0,00;0,00
854;07/06/2001;004;013;030;049;063;0,00;2; - RJ;133.755,00;306;874,21;12377;28,72;0;0,00;NAO;0,00;0,00;0,00
855;09/06/2001;003;038;056;064;066;0,00;1; - RJ;345.162,58;341;1.012,20;15481;29,62;0;0,00;NAO;0,00;0,00;0,00
856;12/06/2001;006;038;041;075;080;0,00;2; - DF;132.661,77;225;1.179,22;9140;38,57;0;0,00;NAO;0,00;0,00;0,00
857;16/06/2001;007;011;066;074;077;0,00;4; - ES;94.221,45;469;803,60;19892;25,17;0;0,00;NAO;0,00;0,00;0,00
858;19/06/2001;011;016;020;062;075;0,00;4; - DF;63.216,96;213;1.187,18;9411;35,69;0;0,00;NAO;0,00;0,00;0,00
859;21/06/2001;001;006;009;049;075;0,00;1; - SP;247.764,30;342;721,71;13789;23,87;0;0,00;NAO;0,00;0,00;0,00
860;23/06/2001;008;023;046;047;059;0,00;3; - RJ;107.156,83;502;637,95;16906;25,26;0;0,00;NAO;0,00;0,00;0,00
861;26/06/2001;004;010;014;041;045;0,00;7; - MG;34.053,60;549;432,56;14691;21,55;0;0,00;NAO;0,00;0,00;0,00
862;28/06/2001;012;014;026;066;068;0,00;2; - BA;118.642,24;281;844,43;10399;30,32;0;0,00;NAO;0,00;0,00;0,00
863;30/06/2001;015;018;019;070;079;0,00;1; - SP;320.537,00;258;1.242,39;12512;34,04;0;0,00;NAO;0,00;0,00;0,00
864;03/07/2001;007;034;060;061;066;0,00;2; - SP;124.052,32;270;918,91;10138;32,51;0;0,00;NAO;0,00;0,00;0,00
865;05/07/2001;004;019;030;039;062;0,00;7; - MG;36.337,92;419;604,78;11486;29,42;0;0,00;NAO;0,00;0,00;0,00
866;07/07/2001;009;025;040;041;061;0,00;1; - BA;338.897,77;315;1.075,87;13400;33,60;0;0,00;NAO;0,00;0,00;0,00
867;10/07/2001;004;020;042;058;066;0,00;1; - MG;231.310,88;204;1.133,88;8830;34,80;0;0,00;NAO;0,00;0,00;0,00
868;12/07/2001;009;024;034;052;055;0,00;0;;0,00;270;923,70;11679;28,37;0;0,00;SIM;249.400,09;249.400,09;0,00
869;14/07/2001;030;059;068;072;075;0,00;2; - MG;316.741,76;320;1.200,26;12292;41,51;0;0,00;NAO;0,00;0,00;0,00
870;17/07/2001;015;017;044;052;069;0,00;1; - DF;249.142,43;271;919,34;11855;27,93;0;0,00;NAO;0,00;0,00;0,00
871;19/07/2001;019;032;049;056;073;0,00;4; - MG;61.655,86;392;626,75;12537;26,14;0;0,00;NAO;0,00;0,00;0,00
872;21/07/2001;046;054;058;059;070;0,00;0;;0,00;202;1.658,03;10718;41,52;0;0,00;SIM;334.921,91;334.921,91;0,00
873;24/07/2001;010;024;048;057;077;0,00;1; - SP;688.166,44;382;924,73;16047;29,24;0;0,00;NAO;0,00;0,00;0,00
874;26/07/2001;016;038;039;044;071;0,00;1; - RS;257.413,46;257;1.001,61;11148;30,68;0;0,00;NAO;0,00;0,00;0,00
875;28/07/2001;006;031;039;046;052;0,00;1; - BA;334.579,35;284;1.178,10;11859;37,48;0;0,00;NAO;0,00;0,00;0,00
876;31/07/2001;009;029;035;055;070;0,00;2; - RN;127.340,35;239;1.065,61;9920;34,10;0;0,00;NAO;0,00;0,00;0,00
877;02/08/2001;031;038;039;051;054;0,00;0;;0,00;224;1.140,40;8702;39,00;0;0,00;SIM;255.449,95;255.449,95;0,00
878;04/08/2001;011;013;024;064;069;0,00;10; - AL;73.888,57;764;630,37;25693;25,00;0;0,00;NAO;0,00;0,00;0,00
879;07/08/2001;019;027;035;049;078;0,00;4; - DF;74.005,51;428;689,02;14576;26,98;0;0,00;NAO;0,00;0,00;0,00
880;09/08/2001;011;014;032;038;041;0,00;4; - MG;72.055,30;432;664,65;15409;24,85;0;0,00;NAO;0,00;0,00;0,00
881;11/08/2001;003;009;054;056;061;0,00;6; - AL;65.080,63;344;1.135,13;16209;32,00;0;0,00;NAO;0,00;0,00;0,00
882;14/08/2001;002;005;013;039;055;0,00;6; - AM;47.601,92;443;642,29;16628;22,82;0;0,00;NAO;0,00;0,00;0,00
883;16/08/2001;002;038;074;076;077;0,00;1; - MG;276.024,44;154;1.792,37;8350;43,92;0;0,00;NAO;0,00;0,00;0,00
884;18/08/2001;019;028;044;046;054;0,00;3; - RS;128.049,68;514;744,53;20849;24,48;0;0,00;NAO;0,00;0,00;0,00
885;21/08/2001;003;005;013;037;045;0,00;6; - BA;46.577,36;606;459,41;21637;17,16;0;0,00;NAO;0,00;0,00;0,00
886;23/08/2001;024;037;040;044;059;0,00;0;;0,00;263;1.030,26;10288;34,99;0;0,00;SIM;270.959,15;270.959,15;0,00
887;25/08/2001;005;027;028;035;040;0,00;4; - PR;173.188,58;544;772,42;19035;29,43;0;0,00;NAO;0,00;0,00;0,00
888;28/08/2001;018;022;031;045;079;0,00;4; - MG;67.136,56;235;1.142,75;10532;33,88;0;0,00;NAO;0,00;0,00;0,00
889;30/08/2001;015;031;036;047;076;0,00;1; - RJ;252.861,26;164;1.541,84;8381;40,08;0;0,00;NAO;0,00;0,00;0,00
890;01/09/2001;003;007;021;041;067;0,00;2; - MG;179.283,82;455;785,07;17239;27,63;0;0,00;NAO;0,00;0,00;0,00
891;04/09/2001;004;013;018;046;047;0,00;5; - PR;53.078,09;447;591,47;16993;20,75;0;0,00;NAO;0,00;0,00;0,00
892;08/09/2001;014;020;034;073;075;0,00;1; - SP;433.588,37;279;1.554,08;13326;43,22;0;0,00;NAO;0,00;0,00;0,00
893;11/09/2001;005;007;013;066;079;0,00;2; - MG;136.572,09;409;665,30;16982;21,37;0;0,00;NAO;0,00;0,00;0,00
894;13/09/2001;010;013;036;038;050;0,00;0;;0,00;330;844,95;13494;27,45;0;0,00;SIM;278.831,33;278.831,33;0,00
895;15/09/2001;016;034;049;058;059;0,00;1; - RN;720.216,42;386;1.143,48;16195;36,21;0;0,00;NAO;0,00;0,00;0,00
